NH Number,Section Code,Start Chainage(km),End Chainage(km),Direction,Lane Number,Texture Left(mm),Texture Right(mm),Texture Avg(mm),Speed(km/hr),Survey Date,Latitude,Longitude,Altitude,
NH_16,CHI_VIJ,355.1,355.2,Increasing,LHS_L1_355_000,1.613,0.714,1.163,31,14-7-2025,16.028821945,80.128608704,30.6
NH_16,CHI_VIJ,355.2,355.3,Increasing,LHS_L1_355_000,1.375,0.675,1.025,33,14-7-2025,16.029592514,80.129096985,32
NH_16,CHI_VIJ,355.3,355.4,Increasing,LHS_L1_355_000,1.442,0.692,1.067,37,14-7-2025,16.030363083,80.129570007,34.2
NH_16,CHI_VIJ,355.4,355.5,Increasing,LHS_L1_355_000,1.284,0.651,0.967,38,14-7-2025,16.031101227,80.1300354,35.7
NH_16,CHI_VIJ,355.5,355.6,Increasing,LHS_L1_355_000,1.469,0.687,1.078,40,14-7-2025,16.03194046,80.130561829,36
NH_16,CHI_VIJ,355.6,355.7,Increasing,LHS_L1_355_000,1.34,0.64,0.99,40,14-7-2025,16.032686234,80.131027222,35.2
NH_16,CHI_VIJ,355.7,355.8,Increasing,LHS_L1_355_000,1.37,0.684,1.027,39,14-7-2025,16.033437729,80.131500244,33.7
NH_16,CHI_VIJ,355.8,355.9,Increasing,LHS_L1_355_000,1.556,0.651,1.103,38,14-7-2025,16.03427887,80.132003784,32.7
NH_16,CHI_VIJ,355.9,356,Increasing,LHS_L1_355_000,1.354,0.672,1.013,38,14-7-2025,16.035022736,80.132476807,32.7
NH_16,CHI_VIJ,356,356.1,Increasing,LHS_L1_355_000,1.233,0.689,0.961,38,14-7-2025,16.035768509,80.132957458,32.9
NH_16,CHI_VIJ,356.1,356.2,Increasing,LHS_L1_355_000,1.31,0.661,0.985,38,14-7-2025,16.036510468,80.133422852,32.9
NH_16,CHI_VIJ,356.2,356.3,Increasing,LHS_L1_355_000,1.304,0.679,0.992,38,14-7-2025,16.037343979,80.13394165,32.5
NH_16,CHI_VIJ,356.3,356.4,Increasing,LHS_L1_355_000,1.457,0.696,1.077,38,14-7-2025,16.038089752,80.134414673,32.4
NH_16,CHI_VIJ,356.4,356.5,Increasing,LHS_L1_355_000,1.371,0.676,1.024,37,14-7-2025,16.038831711,80.134887695,32.3
NH_16,CHI_VIJ,356.5,356.6,Increasing,LHS_L1_355_000,1.641,0.883,1.262,11,14-7-2025,16.039613724,80.135406494,33.7
NH_16,CHI_VIJ,356.6,356.7,Increasing,LHS_L1_355_000,1.554,0.85,1.202,21,14-7-2025,16.040399551,80.135871887,35.1
NH_16,CHI_VIJ,356.7,356.8,Increasing,LHS_L1_355_000,1.569,0.814,1.192,32,14-7-2025,16.041175842,80.136352539,35.9
NH_16,CHI_VIJ,356.8,356.9,Increasing,LHS_L1_355_000,1.323,0.662,0.993,37,14-7-2025,16.041917801,80.136825562,36.4
NH_16,CHI_VIJ,356.9,357,Increasing,LHS_L1_355_000,1.211,0.641,0.926,38,14-7-2025,16.042764664,80.137359619,36.5
NH_16,CHI_VIJ,357,357.1,Increasing,LHS_L1_355_000,1.261,0.644,0.952,38,14-7-2025,16.04350853,80.137825012,38.7
NH_16,CHI_VIJ,357.1,357.2,Increasing,LHS_L1_355_000,1.318,0.639,0.979,37,14-7-2025,16.044250488,80.138282776,41.1
NH_16,CHI_VIJ,357.2,357.3,Increasing,LHS_L1_355_000,1.65,0.81,1.23,14,14-7-2025,16.045040131,80.138793945,42.3
NH_16,CHI_VIJ,357.3,357.4,Increasing,LHS_L1_355_000,1.657,0.82,1.238,24,14-7-2025,16.045799255,80.139259338,41.9
NH_16,CHI_VIJ,355.1,355.2,Increasing,LHS_L1_355_000,1.379,0.697,1.038,34,14-7-2025,16.046779633,80.13986969,43.1
NH_16,CHI_VIJ,355.2,355.3,Increasing,LHS_L1_355_000,1.099,0.65,0.874,40,14-7-2025,16.04750824,80.140327454,45.1
NH_16,CHI_VIJ,355.3,355.4,Increasing,LHS_L1_355_000,1.052,0.653,0.852,37,14-7-2025,16.048313141,80.140823364,47
NH_16,CHI_VIJ,355.4,355.5,Increasing,LHS_L1_355_000,1.078,0.654,0.866,38,14-7-2025,16.049070358,80.141288757,48
NH_16,CHI_VIJ,355.5,355.6,Increasing,LHS_L1_355_000,1.286,0.726,1.006,38,14-7-2025,16.049974442,80.141654968,48.4
NH_16,CHI_VIJ,355.6,355.7,Increasing,LHS_L1_355_000,1.84,0.783,1.312,37,14-7-2025,16.050779343,80.141746521,47.2
NH_16,CHI_VIJ,355.7,355.8,Increasing,LHS_L1_355_000,2.51,0.676,1.593,44,14-7-2025,16.051715851,80.141670227,45.5
NH_16,CHI_VIJ,355.8,355.9,Increasing,LHS_L1_355_000,3.045,0.719,1.882,42,14-7-2025,16.052591324,80.141563416,43.4
NH_16,CHI_VIJ,355.9,356,Increasing,LHS_L1_355_000,3.014,0.739,1.877,38,14-7-2025,16.053480148,80.141464233,40.6
NH_16,CHI_VIJ,356,356.1,Increasing,LHS_L1_355_000,2.636,0.699,1.667,38,14-7-2025,16.054445267,80.141357422,39.1
NH_16,CHI_VIJ,356.1,356.2,Increasing,LHS_L1_355_000,2.239,0.73,1.484,38,14-7-2025,16.055316925,80.141235352,39.3
NH_16,CHI_VIJ,356.2,356.3,Increasing,LHS_L1_355_000,2.262,0.746,1.504,39,14-7-2025,16.056184769,80.141159058,39.5
NH_16,CHI_VIJ,356.3,356.4,Increasing,LHS_L1_355_000,2.061,0.718,1.39,40,14-7-2025,16.057157516,80.141029358,39.6
NH_16,CHI_VIJ,356.4,356.5,Increasing,LHS_L1_355_000,1.978,0.704,1.341,39,14-7-2025,16.058031082,80.140922546,40.2
NH_16,CHI_VIJ,356.5,356.6,Increasing,LHS_L1_355_000,2.192,0.733,1.462,39,14-7-2025,16.058897018,80.140823364,40.6
