NH Number,Section Code,Start Chainage(km),End Chainage(km),Direction,Slope (Degree),Cross Slope (Degree),Curvature (meter),Speed(km/hr),Survey Date,Latitude,Longitude,Altitude,
NH_16,CHI_VIJ,355,355.1,Increasing,2.61,1.13,0,31,14-7-2025,16.02878952,80.128570557,30.6
NH_16,CHI_VIJ,355.1,355.2,Increasing,2.74,0.29,0,32,14-7-2025,16.029558182,80.129058838,32
NH_16,CHI_VIJ,355.2,355.3,Increasing,2.26,-0.72,0,36,14-7-2025,16.030330658,80.12953186,34.1
NH_16,CHI_VIJ,355.3,355.4,Increasing,0.71,-0.23,0,37,14-7-2025,16.031101227,80.1300354,35.7
NH_16,CHI_VIJ,355.4,355.5,Increasing,1.86,-0.12,0,39,14-7-2025,16.031869888,80.130508423,36
NH_16,CHI_VIJ,355.5,355.6,Increasing,1.3,0.1,0,38,14-7-2025,16.032644272,80.131004333,35.2
NH_16,CHI_VIJ,355.6,355.7,Increasing,-0.45,-0.08,0,38,14-7-2025,16.03342247,80.131500244,33.8
NH_16,CHI_VIJ,355.7,355.8,Increasing,0.48,0.83,0,38,14-7-2025,16.034196854,80.131958008,32.6
NH_16,CHI_VIJ,355.8,355.9,Increasing,0.7,0.63,0,38,14-7-2025,16.034965515,80.13243866,32.7
NH_16,CHI_VIJ,355.9,356,Increasing,0.94,0.38,0,38,14-7-2025,16.035739899,80.1329422,32.9
NH_16,CHI_VIJ,356,356.1,Increasing,0.64,-0.52,0,38,14-7-2025,16.036510468,80.133422852,32.9
NH_16,CHI_VIJ,356.1,356.2,Increasing,0.61,0.39,0,39,14-7-2025,16.037269592,80.133895874,32.6
NH_16,CHI_VIJ,356.2,356.3,Increasing,0.55,1.99,0,39,14-7-2025,16.038045883,80.134414673,32.4
NH_16,CHI_VIJ,356.3,356.4,Increasing,0,0.02,0,39,14-7-2025,16.038818359,80.134887695,32.3
NH_16,CHI_VIJ,356.4,356.5,Increasing,-2.46,0.18,0,10,14-7-2025,16.039590836,80.135368347,33.6
NH_16,CHI_VIJ,356.5,356.6,Increasing,3.25,0.14,0,21,14-7-2025,16.040361404,80.135871887,35
NH_16,CHI_VIJ,356.6,356.7,Increasing,3.34,0.4,0,32,14-7-2025,16.041135788,80.136329651,35.9
NH_16,CHI_VIJ,356.7,356.8,Increasing,1.33,0.28,0,36,14-7-2025,16.041908264,80.136810303,36.4
